编号,头像,生命成长,无用,名字,外号,性别,等级,经验,生命,生命最大值,内伤,中毒,体力,物品修炼点数,武器,防具,动作帧数1,动作帧数2,动作帧数3,动作帧数4,动作帧数5,动作帧数6,动作帧数7,动作帧数8,动作帧数9,动作帧数10,动作帧数11,动作帧数12,动作帧数13,动作帧数14,动作帧数15,内力性质,内力,内力最大值,攻击力,轻功,防御力,医疗,用毒,解毒,抗毒,拳掌,御剑,耍刀,特殊,暗器,武学常识,品德,攻击带毒,左右互搏,声望,资质,修炼物品,修炼点数,所会武功1,所会武功2,所会武功3,所会武功4,所会武功5,所会武功6,所会武功7,所会武功8,所会武功9,所会武功10,武功等级1,武功等级2,武功等级3,武功等级4,武功等级5,武功等级6,武功等级7,武功等级8,武功等级9,武功等级10,携带物品1,携带物品2,携带物品3,携带物品4,携带物品数量1,携带物品数量2,携带物品数量3,携带物品数量4
147,147,0,1,桃花仙,峨嵋弟子,0,8,0,500,500,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,7,0,0,0,0,3,1,800,800,70,54,42,0,0,0,0,10,10,10,10,54,10,80,0,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,0,0,0
148,148,0,1,桃實仙,峨嵋弟子,0,8,0,534,534,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,7,0,0,0,0,7,1,620,620,70,57,32,0,0,0,0,10,10,10,10,55,10,80,0,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,0,0,0
149,149,0,1,方證,峨嵋弟子,0,8,0,164,164,0,0,90,0,-1,-1,0,0,8,0,0,0,0,7,0,0,0,0,4,0,0,1,62,62,52,64,52,0,0,0,0,10,10,10,10,10,10,80,0,0,0,60,-1,0,40,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,2,0,0,0
150,150,0,1,馮錫范,峨嵋弟子,0,14,0,700,700,0,0,90,0,-1,-1,0,0,8,0,0,0,0,7,0,0,0,0,4,0,0,1,1500,1500,100,90,100,0,0,0,0,10,65,10,10,10,10,80,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,1,5,-1,-1,2,2,0,0
151,151,0,1,文泰來,崆峒弟子,0,1,0,41,41,0,0,90,0,-1,-1,0,11,0,0,0,0,8,0,0,0,0,4,0,0,0,1,32,32,22,44,22,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,90,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,1,0,0,0
152,152,0,1,無塵,崆峒弟子,0,15,0,640,640,0,0,90,0,-1,-1,0,0,11,0,0,0,0,8,0,0,0,0,4,0,0,1,2200,2200,122,75,80,0,0,0,0,10,80,10,10,10,10,50,0,0,0,60,-1,0,38,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,0,-1,-1,1,3,0,0
153,153,0,1,趙半山,崆峒弟子,0,10,0,550,550,0,0,90,0,-1,-1,0,11,0,0,0,0,8,0,0,0,0,4,0,0,0,1,1500,1500,100,100,100,0,0,0,0,70,10,10,10,150,10,50,0,0,0,60,-1,0,2,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,35,30,0,3,30,30,5
154,154,0,1,駱冰,崆峒弟子,0,7,0,400,400,0,0,90,0,-1,-1,0,0,0,10,0,0,0,0,8,0,0,0,0,4,0,1,800,800,50,70,70,0,0,0,0,10,10,50,10,10,10,50,0,0,0,60,-1,0,54,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,0,-1,-1,5,3,0,0
155,155,0,1,常赫志,崆峒弟子,0,5,0,400,400,0,0,90,0,-1,-1,0,0,0,0,9,0,8,0,0,8,0,4,0,0,4,1,800,800,60,70,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,0,-1,-1,1,3,0,0
156,156,0,1,常伯志,崆峒弟子,0,6,0,400,400,0,0,90,0,-1,-1,0,0,0,0,12,0,0,0,0,8,0,0,0,0,4,1,800,800,60,64,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,0,-1,-1,1,3,0,0
157,157,0,1,瀟湘子,崆峒弟子,0,11,0,600,600,0,0,90,0,-1,-1,0,0,0,0,13,0,8,0,0,8,0,4,0,0,4,1,1500,1500,100,90,100,0,0,0,0,10,10,10,60,10,10,50,0,0,0,60,-1,0,74,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,1,-1,-1,5,5,0,0
158,158,0,1,尹克西,崆峒弟子,0,11,0,600,600,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,9,0,0,0,0,4,1,1500,1500,100,90,100,0,0,0,0,10,10,10,60,10,10,50,0,0,0,60,-1,0,78,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,1,-1,-1,5,5,0,0
159,159,0,1,尼摩星,崆峒弟子,0,11,0,600,600,0,0,90,0,-1,-1,0,0,0,0,10,0,0,0,0,8,0,0,0,0,4,1,1500,1500,100,90,100,0,0,0,0,10,10,10,60,10,10,50,0,0,0,60,-1,0,86,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,4,1,-1,-1,5,5,0,0
160,160,0,1,達爾巴,崆峒弟子,0,11,0,600,600,0,0,90,0,-1,-1,0,0,0,0,8,0,0,0,0,8,0,4,0,0,4,1,1500,1500,100,90,100,0,0,0,0,10,10,10,60,10,10,50,0,0,0,60,-1,0,83,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,1,-1,-1,5,5,0,0
161,161,0,1,李莫愁,華山弟子,0,11,0,600,600,0,0,90,0,-1,-1,0,8,0,0,0,0,6,0,0,0,0,5,0,0,0,1,1500,1500,100,90,100,0,0,0,40,65,10,10,10,100,10,50,60,0,0,60,-1,0,3,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,5,7,34,-1,5,3,10,0
162,162,0,1,丁不三,華山弟子,0,14,0,600,600,0,0,90,0,-1,-1,0,9,0,0,0,0,8,0,0,0,0,5,0,0,0,1,2000,2000,100,100,100,0,0,0,40,10,10,10,70,10,10,50,0,0,0,60,-1,0,5,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,5,2,-1,-1,3,2,0,0
163,163,0,1,丁不四,華山弟子,0,14,0,600,600,0,0,90,0,-1,-1,0,0,0,0,9,0,0,0,0,8,0,0,0,0,5,1,2000,2000,120,100,100,0,0,0,40,10,10,10,70,10,10,50,0,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,5,2,-1,-1,5,2,0,0
164,164,0,1,謝煙客,華山弟子,0,3,0,65,65,0,0,90,0,-1,-1,0,0,12,0,0,0,0,8,0,0,0,0,5,0,0,1,32,32,28,54,22,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,1,0,0,0
165,165,0,1,朱長齡,華山弟子,0,6,0,500,500,0,0,90,0,-1,-1,0,11,0,0,0,0,11,0,0,0,0,11,0,0,0,1,900,900,85,65,75,0,0,0,0,65,10,10,10,10,10,50,0,0,0,60,-1,0,17,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,5,0,-1,-1,5,5,0,0
166,166,0,1,班淑嫻,華山弟子,0,13,0,550,550,0,0,90,0,-1,-1,0,10,0,0,0,0,8,0,0,0,0,5,0,0,0,1,1500,1500,100,90,100,0,0,0,0,10,80,10,10,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,1,-1,-1,5,3,0,0
167,167,0,1,宗維俠,華山弟子,0,12,0,550,550,0,0,90,0,-1,-1,0,9,0,0,0,0,8,0,0,0,0,5,0,0,0,1,1000,1000,80,80,100,0,0,0,0,80,10,10,10,10,10,50,0,0,0,60,-1,0,23,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,0,-1,-1,1,5,0,0
168,168,0,1,常敬之,華山弟子,0,13,0,550,550,0,0,90,0,-1,-1,0,9,0,0,0,0,8,0,0,0,0,5,0,0,0,1,1000,1000,80,80,100,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,23,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,1,-1,-1,1,3,0,0
169,169,0,1,空聞,華山弟子,0,20,0,700,700,0,0,90,0,-1,-1,0,14,0,0,0,0,14,0,0,0,0,14,0,0,0,1,3000,3000,130,105,100,0,0,0,20,70,10,10,10,10,10,50,0,0,0,60,-1,0,22,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,1,0,0,0
170,170,0,1,空性,華山弟子,0,20,0,700,700,0,0,90,0,-1,-1,0,14,0,0,0,0,14,0,0,0,0,5,0,0,0,1,2000,2000,120,80,100,0,0,0,30,75,10,10,10,10,10,50,0,0,0,60,-1,0,20,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,1,0,0,0
171,171,0,1,宋遠橋,衡山弟子,0,1,0,29,29,0,0,90,0,-1,-1,0,0,8,0,0,0,0,7,0,0,0,0,4,0,0,1,22,22,12,50,12,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
172,172,0,1,莫聲谷,衡山弟子,0,10,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1000,1000,80,80,80,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,36,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,2,0,0,0
173,173,0,1,妙風使,衡山弟子,0,17,0,650,650,0,0,90,0,-1,-1,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,1,2000,2000,100,80,100,0,0,0,0,40,10,10,80,10,10,50,0,0,0,60,-1,0,93,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
174,174,0,1,流云使,衡山弟子,0,17,0,650,650,0,0,90,0,-1,-1,0,7,0,0,0,0,7,0,0,0,0,4,0,0,0,1,2000,2000,100,100,100,0,0,0,0,40,10,10,80,10,10,50,0,0,0,60,-1,0,93,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
175,175,0,1,輝月使,衡山弟子,0,17,0,650,650,0,0,90,0,-1,-1,0,7,0,0,0,0,7,0,0,0,0,4,0,0,0,1,2000,2000,100,90,100,0,0,0,0,40,10,10,80,10,10,50,0,0,0,60,-1,0,93,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
176,176,0,1,何紅藥,衡山弟子,0,8,0,500,500,0,0,90,0,-1,-1,0,0,0,0,14,0,0,0,0,10,0,0,0,0,4,1,750,750,95,75,60,0,80,0,80,30,30,30,30,10,10,50,100,0,0,60,-1,0,69,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
177,177,0,1,史秉光,衡山弟子,0,6,0,200,200,0,0,90,0,-1,-1,0,0,8,0,0,0,0,7,0,0,0,0,4,0,0,1,750,750,60,64,60,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,28,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,5,0,0,0
178,178,0,1,史秉文,衡山弟子,0,7,0,200,200,0,0,90,0,-1,-1,0,0,8,0,0,0,0,7,0,0,0,0,4,0,0,1,750,750,38,64,32,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,28,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
179,179,0,1,黎剛,衡山弟子,0,8,0,200,200,0,0,90,0,-1,-1,0,0,10,0,0,0,0,7,0,0,0,0,4,0,0,1,500,500,60,64,50,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,28,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
180,180,0,1,洞玄,衡山弟子,0,7,0,200,200,0,0,90,0,-1,-1,0,0,8,0,0,0,0,7,0,0,0,0,4,0,0,1,600,600,60,64,52,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
181,181,0,1,閔子華,恒山弟子,0,7,0,200,200,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,600,600,60,75,55,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,37,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,0,0
182,182,0,1,劉培生,恒山弟子,0,7,0,300,300,0,0,90,0,-1,-1,0,11,0,0,0,0,7,0,0,0,0,4,0,0,0,1,700,700,65,65,65,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,7,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,0,0
183,183,0,1,梅劍和,恒山弟子,0,7,0,300,300,0,0,90,0,-1,-1,0,0,12,0,0,0,0,7,0,0,0,0,4,0,0,1,700,700,65,110,65,0,0,0,0,30,30,30,30,10,10,50,0,0,0,60,-1,0,34,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,0,0
184,184,0,1,玉真子,恒山弟子,0,17,0,700,700,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,3000,3000,130,105,120,0,0,0,40,30,70,30,30,10,10,50,0,0,0,60,-1,0,44,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,8,-1,-1,-1,3,0,0,0
185,185,0,2,穆人清,恒山弟子,0,18,0,800,800,0,0,90,0,-1,-1,0,15,9,0,0,0,10,7,0,0,0,4,4,0,0,1,3000,3000,130,100,130,0,0,0,40,30,70,30,30,10,10,50,0,0,0,60,-1,0,44,13,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,2,-1,-1,-1,3,0,0,0
186,186,0,1,歸心樹,恒山弟子,0,12,0,500,500,0,0,90,0,-1,-1,0,16,0,0,0,0,10,0,0,0,0,4,0,0,0,1,1500,1500,100,100,100,0,0,0,0,65,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,2,0,0,0
187,187,0,1,馮難敵,恒山弟子,0,5,0,400,400,0,0,90,0,-1,-1,0,11,0,0,0,0,7,0,0,0,0,4,4,0,0,1,1000,1000,90,64,90,0,0,0,0,65,10,10,10,10,10,50,0,0,0,60,-1,0,13,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,4,1,-1,-1,2,2,0,0
188,188,0,1,黃真,恒山弟子,0,5,0,500,500,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1500,1500,100,90,100,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,41,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,4,2,-1,-1,3,2,0,0
189,189,0,1,蕭半和,恒山弟子,0,17,0,700,700,0,0,90,0,-1,-1,0,9,0,0,0,0,7,0,0,0,0,4,0,0,0,1,3000,3000,130,105,130,0,0,0,0,75,10,10,10,10,10,50,0,0,0,60,-1,0,90,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,8,7,-1,-1,1,3,0,0
190,211,0,1,莽牯朱蛤,莽牯朱蛤,0,7,0,400,400,0,0,90,0,-1,-1,0,11,0,0,0,0,7,0,0,0,0,4,0,0,0,1,1000,1000,42,64,60,0,0,0,100,45,10,10,10,10,10,50,100,0,0,60,-1,0,3,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0
191,198,0,1,嵩山弟子,嵩山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,420,420,65,40,22,0,0,0,0,10,35,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,2,0,0,0
192,198,0,1,嵩山弟子,嵩山弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,500,500,75,40,40,0,0,0,0,10,40,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,2,0,0,0
193,198,0,1,嵩山弟子,嵩山弟子,0,4,0,454,454,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,600,600,80,45,45,0,0,0,0,10,45,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,0,-1,-1,2,2,0,0
194,198,0,1,嵩山弟子,嵩山弟子,0,5,0,525,525,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,800,800,85,54,50,0,0,0,0,10,50,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,0,-1,-1,2,2,0,0
195,198,0,1,嵩山弟子,嵩山弟子,0,6,0,575,575,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1200,1200,90,55,55,0,0,0,0,10,55,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,3,0,-1,-1,2,2,0,0
196,198,0,1,嵩山弟子,嵩山弟子,0,7,0,540,540,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1420,1420,95,64,60,0,0,0,0,10,60,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,3,0,-1,-1,2,2,0,0
197,198,0,1,嵩山弟子,嵩山弟子,0,8,0,650,650,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1550,1550,100,64,65,0,0,0,0,10,65,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,3,0,-1,-1,2,2,0,0
198,198,0,1,嵩山醫生,嵩山醫生,0,8,0,400,400,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,500,500,84,64,42,80,50,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,2,0,0,0
199,198,0,1,嵩山弟子,嵩山弟子,0,9,0,550,550,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1550,1550,115,80,80,0,0,0,0,10,65,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,3,1,-1,-1,2,2,0,0
200,198,0,1,嵩山弟子,嵩山弟子,0,9,0,600,600,0,0,90,0,-1,-1,0,0,9,0,0,0,0,7,0,0,0,0,4,0,0,1,1550,1550,110,75,75,0,0,0,0,10,65,10,10,10,10,50,0,0,0,60,-1,0,33,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,3,1,-1,-1,2,2,0,0
201,199,0,1,泰山弟子,泰山弟子,0,1,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,500,500,65,40,30,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
202,199,0,1,泰山弟子,泰山弟子,0,2,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,600,600,60,48,15,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
203,199,0,1,泰山弟子,泰山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,730,730,63,48,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
204,199,0,1,泰山弟子,泰山弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,800,800,85,50,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
205,199,0,1,泰山弟子,泰山弟子,0,4,0,442,442,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,830,830,85,50,50,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
206,199,0,1,泰山弟子,泰山弟子,0,4,0,442,442,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,900,900,90,75,55,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
207,199,0,1,泰山弟子,泰山弟子,0,5,0,550,550,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,930,930,95,58,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
208,199,0,1,泰山醫生,泰山弟子,0,6,0,400,400,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,1060,1060,74,60,30,80,40,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
209,199,0,1,泰山弟子,泰山弟子,0,7,0,596,596,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,1130,1130,95,80,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
210,199,0,1,泰山弟子,泰山弟子,0,8,0,614,614,0,0,90,0,-1,-1,0,0,8,0,0,0,0,6,0,0,0,0,1,0,0,1,1230,1230,105,75,70,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,31,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
211,200,0,1,青城弟子,青城弟子,0,1,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,423,423,59,50,12,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
212,200,0,1,青城弟子,青城弟子,0,1,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,500,500,59,50,16,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
213,200,0,1,青城弟子,青城弟子,0,2,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,720,720,63,55,17,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
214,200,0,1,青城弟子,青城弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,830,830,73,55,36,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
215,200,0,1,青城弟子,青城弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,830,830,69,55,26,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
216,200,0,1,青城弟子,青城弟子,0,3,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,760,760,65,55,20,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
217,200,0,1,青城弟子,青城弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,930,930,69,55,26,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
218,200,0,1,青城弟子,青城弟子,0,4,0,400,400,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,930,930,69,55,26,80,0,30,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
219,200,0,1,青城弟子,青城弟子,0,4,0,618,618,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,930,930,95,80,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
220,200,0,1,青城弟子,青城弟子,0,4,0,618,618,0,0,90,0,-1,-1,0,0,11,0,0,0,0,9,0,0,0,0,5,0,0,1,930,930,95,80,60,0,0,0,0,10,10,10,10,10,10,50,0,0,0,60,-1,0,27,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
