编号,物品名,物品名无用1,物品名无用2,物品名无用3,物品名无用4,物品名无用5,物品名无用6,物品名无用7,物品名无用8,物品名无用9,物品名无用10,物品说明,练出武功,暗器动画编号,使用人,装备类型,显示物品说明,物品类型,未知5,未知6,未知7,加生命,加生命最大值,加中毒解毒,加体力,改变内力性质,加内力,加内力最大值,加攻击力,加轻功,加防御力,加医疗,加使毒,加解毒,加抗毒,加拳掌,加御剑,加耍刀,加特殊兵器,加暗器技巧,加武学常识,加品德,加左右互搏,加攻击带毒,仅修炼人物,需内力性质,需内力,需攻击力,需轻功,需用毒,需医疗,需解毒,需拳掌,需御剑,需耍刀,需特殊兵器,需暗器,需资质,需经验,练出物品需经验,需材料,练出物品1,练出物品2,练出物品3,练出物品4,练出物品5,练出物品数量1,练出物品数量2,练出物品数量3,练出物品数量4,练出物品数量5
150,鹿鼎記,-16205,-22087,20400,0,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
151,笑傲江湖,-17745,-14666,-16474,-3404,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
152,書劍恩仇錄,-11858,17340,-22866,-19548,-577,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
153,神鵰俠侶,-21585,-6157,19627,20907,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
154,俠客行,19627,-14165,-6490,0,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
155,倚天屠龍記,-13651,-11868,20401,29632,20400,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
156,碧血劍,-11846,-6746,17340,0,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
157,鴛鴦刀,28864,28096,19876,0,0,0,0,0,0,0,一本小說,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
158,修羅刀譜,-10323,-17981,19876,-12093,0,0,0,0,0,0,專修肥羅、小羅、小小羅,58,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,30,0,0,0,90,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
159,奇門三才刀,24489,-1622,21668,32420,19876,0,0,0,0,0,據說是丐幫長老的絕技,56,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,20,0,0,0,70,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
160,慈悲刀法,20407,25780,19876,27562,0,0,0,0,0,0,刀是殺人的，心是慈悲的,57,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,20,0,0,0,70,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
161,狂風刀法,26536,-18515,19876,27562,0,0,0,0,0,0,小田田的成名絕技,55,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,30,0,0,0,90,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
162,鴛鴦刀法,28864,28096,19876,27562,0,0,0,0,0,0,鴛鴦刀駱冰的家傳刀法,54,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,40,0,0,0,110,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
163,南山刀譜,28331,29604,19876,-12093,0,0,0,0,0,0,南希仁傳授郭靖的刀法,53,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,10,0,0,0,50,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
164,鬼頭刀法,-21072,22976,19876,27562,0,0,0,0,0,0,此刀法一出，人頭變鬼頭,52,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,10,0,0,0,50,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
165,萬劫刀法,21944,21671,19876,27562,0,0,0,0,0,0,馬王神鐘萬仇的爛刀法,51,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,20,0,0,0,30,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
166,柴刀十八路,-7250,19876,20900,19364,-2888,0,0,0,0,0,黎老漢的刀法，被譽為最爛,50,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
167,打狗棒法,-19291,-20566,-12620,27562,0,0,0,0,0,0,丐幫鎮幫之寶,80,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,80,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
168,伏魔杖法,-3675,24005,-1369,27562,0,0,0,0,0,0,少林七十二絕技之杖法,86,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,80,0,0,200,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
169,倚天屠龍功,-13651,-11868,20401,29632,23717,0,0,0,0,0,武當絕學之筆法,84,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,70,0,0,180,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
170,無上大力杵,19637,22436,27300,20388,21418,0,0,0,0,0,西域絕學,83,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,70,0,0,180,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
171,金剛伏魔圈,-2134,-5971,-3675,24005,-5712,0,0,0,0,0,少林七十二絕技之鞭法,82,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,60,0,0,160,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
172,一陽指書,16548,-22602,-853,-11858,0,0,0,0,0,0,將一陽指融入到書法之中,81,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,60,0,0,160,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
173,黃沙萬里鞭,-16202,18088,21944,-16984,16579,0,0,0,0,0,據說傳自西域,78,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,50,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
174,銀兩,-14149,-7512,0,0,0,0,0,0,0,0,很好用的東西，甚至能使鬼推磨,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
175,銀索金鈴,-14149,-15953,-2134,25017,0,0,0,0,0,0,古墓派絕技,79,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,50,0,0,140,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
176,陰陽倒亂刃,-20045,-22602,-13395,-15434,25252,0,0,0,0,0,顛三倒四，自由道理,77,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,20,0,0,80,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
177,漁叟釣法,-20806,-4435,-22349,27562,0,0,0,0,0,0,先上魚餌，再甩桿,76,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,10,0,0,60,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
178,大剪刀刀法,27300,-14928,19876,19876,27562,0,0,0,0,0,比平常的剪刀要大很多,75,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,30,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
179,鶴蛇八打,25285,17587,19364,-19291,0,0,0,0,0,0,云中鶴的武功，帶毒,74,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,30,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
180,持瑤琴,-1621,-16966,24245,0,0,0,0,0,0,0,琴音也傷人,73,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,20,0,0,80,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
181,棋盤招式,-11852,19645,-9303,-24154,2573,0,0,0,0,0,練武累了，不妨下下棋,72,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,35,0,0,110,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
182,羅盤,-17981,19645,0,0,0,0,0,0,0,0,可顯示目前之座標與船之位置,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
183,裴將軍帖,28859,20145,30893,-21591,0,0,0,0,0,0,書法武學,71,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,30,0,0,100,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
184,中平槍法,-23388,-21083,27322,27562,0,0,0,0,0,0,簡直比楊家槍法還要厲害,70,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,10,0,0,60,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
185,毒龍鞭法,29356,29632,16579,27562,0,0,0,0,0,0,丁不四的絕技,69,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,20,0,0,40,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
186,楊家槍,-22345,25006,27322,0,0,0,0,0,0,0,天波楊府祖傳槍法,68,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,20,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
187,子午針灸經,27812,-14172,30640,25256,26552,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,75,0,0,0,0,0,0,0,100,50,209,6,-1,-1,-1,-1,15,0,0,0,0
188,華佗內昭圖,-10059,-4186,-17756,19628,-12359,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,70,0,0,0,0,0,0,0,100,50,209,5,7,-1,-1,-1,12,13,0,0,0
189,胡青牛醫書,19117,17323,-1116,-6718,-11858,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,60,0,0,0,0,0,0,0,100,50,209,2,-1,-1,-1,-1,15,0,0,0,0
190,千金方,25764,-2134,-5980,0,0,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,40,0,0,0,0,0,0,0,50,25,-1,0,3,-1,-1,-1,2,3,0,0,0
191,黃帝內經,-16202,-11605,-17756,26552,0,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,50,0,0,0,0,0,0,0,80,30,209,1,4,-1,-1,-1,8,8,0,0,0
192,毒經,29356,26552,0,0,0,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,20,0,0,0,0,0,0,0,0,100,50,209,9,10,11,-1,-1,5,8,12,0,0
193,藥王神篇,-15165,-604,-21585,26557,0,0,0,0,0,0,醫書,-1,-1,-1,-1,1,2,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,20,0,0,0,0,0,0,0,0,100,50,209,9,10,11,-1,-1,5,8,12,0,0
194,翡翠杯,17083,16827,19882,0,0,0,0,0,0,0,欲飲梨花酒，當用翡翠杯,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
195,鐵鏟,19397,-5437,0,0,0,0,0,0,0,0,可用來挖掘東西,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
196,大燕傳國玉璽,27300,20671,-14410,-5456,-13915,-23869,0,0,0,0,大燕傳國玉璽,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
197,大燕皇帝世襲圖表,27300,20671,-11348,-11605,16549,-22587,-12359,-4694,0,0,大燕皇帝世襲圖表,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
198,賞善罰惡令,-8003,-16971,16571,25524,20389,0,0,0,0,0,得此令者，請赴俠客島,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
199,兩頁刀法,-7512,-18771,19876,27562,0,0,0,0,0,0,胡家刀法總綱,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
200,七寶指環,17316,24516,-853,-2880,0,0,0,0,0,0,逍遙派掌門人的信物,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
201,斷腸草,24514,31416,-3153,0,0,0,0,0,0,0,生長在情花之旁,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
202,闖王軍刀,-2878,-604,30893,19876,0,0,0,0,0,0,胡一刀遺物，與闖王寶藏有關,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
203,玄冰碧火酒,-14171,17062,-11846,-2652,29616,0,0,0,0,0,可調和陰陽的酒,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
204,苗人鳳眼毒解藥,23981,18596,-3653,-19278,29356,-11848,-15165,0,0,0,只能解苗人鳳中的毒,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
205,神杖,-21585,-1369,0,0,0,0,0,0,0,0,武林盟主的象征,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
206,唐詩選集,-3923,-10568,-4161,-20298,0,0,0,0,0,0,春眠不覺曉，處處蚊子咬,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
207,七心海棠,17316,-8284,-850,-14924,0,0,0,0,0,0,劇毒之物,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
208,金鑰匙,-2134,24518,-12880,0,0,0,0,0,0,0,蕭中慧身上的鑰匙,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
209,藥材,-15165,-2137,0,0,0,0,0,0,0,0,用于煉藥,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
210,食材,-18003,-2137,0,0,0,0,0,0,0,0,可用于做飯或釀酒,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
211,一撮金毛,16548,-17220,-2134,-3420,0,0,0,0,0,0,金毛獅王謝遜的頭發,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
212,廣陵散琴曲,29628,-20813,-19788,24245,-20058,2573,0,0,0,0,失傳已久的琴譜,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
213,劉仲甫嘔血棋譜,17084,-3419,27304,-15431,-6746,-11852,-12093,0,0,0,失傳已久的棋譜,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
214,張旭率意帖,27057,-20314,30386,20151,-21591,0,0,0,0,0,張旭，人稱為草圣，草書一絕,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
215,溪山行旅圖,-13385,29604,-6490,-14162,-12359,0,0,0,0,0,北宋名畫,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
216,帶頭大哥書信,25009,22976,27300,-2899,-11858,18603,0,0,0,0,信中記載了喬峰的身世,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
217,鴛刀,28864,19876,0,0,0,0,0,0,0,0,一把好刀，可惜不能裝備,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
218,鴦刀,28096,19876,0,0,0,0,0,0,0,0,一把好刀，可惜不能裝備,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
219,一顆頭顱,16548,-1087,22976,24774,0,0,0,0,0,0,成昆的項上人頭,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
220,食神秘笈,-18003,-21585,-19025,17619,0,0,0,0,0,0,營養家常菜888例,-1,-1,-1,-1,1,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
221,酒神秘笈,29616,-21585,-19025,17619,0,0,0,0,0,0,酒逢知己千杯少,-1,-1,-1,-1,1,0,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
222,手帕,-7516,-21335,0,0,0,0,0,0,0,0,（70，269）,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
223,手帕,-7516,-21335,0,0,0,0,0,0,0,0,（71，272）,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
224,手帕,-7516,-21335,0,0,0,0,0,0,0,0,（80，212）,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
225,闖王藏寶圖,-2878,-604,-15422,24516,-12359,0,0,0,0,0,（64，51）,-1,-1,-1,-1,1,0,3,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0
